Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Sab Kuch Hai Kuch Bhi Nahin,2005,128,Drama,4.9,9.0,Abhik Bhanu,Brian Dawson,Vikram Gokhale,Puja Gupta
Sabak,1973,128,Drama,5.839567609057182,5.839567609057182,Jugal Kishore,Poonam Sinha,K.N. Singh,Ramesh Deo
Sabse Badhkar Hum,2002,128,Action,2.6,19.0,K. Ravi Shankar,Manek Bedi,Mithun Chakraborty,Gajendra Chauhan
Sach,1989,128,Drama,5.9,10.0,Vinod Pande,Anuradha Sawant,Vinod Pande,Hashmat Khan
Sachin - A Billion Dreams,2017,138,"Documentary, Sport",8.6,7711.0,James Erskine,Sachin Tendulkar,Mikhail Gandhi,Anjali Tendulkar
Sachin: The Ultimate Winner,1987,128,Adventure,5.839567609057182,5.839567609057182,Dweep Raj Kochhar,Ved Thappar,Dhruv Raj,Shivani Sharma
Sacramento River,2017,128,Thriller,5.839567609057182,5.839567609057182,Alexandro Garcia,Parminder Kalra,Sukhwant Dhadda,Luis Varela
Sacred Evil,2006,109,Drama,5.8,25.0,Abhigyan Jha,Abhiyan Rajhans,Sarika,Lynsey Pow
Sadda Adda,2012,130,"Comedy, Drama, Romance",7.1,1345.0,Muazzam Beg,Karan Sharma,Karanvir Sharma,Shaurya Chauhan
Sagaai,1966,128,"Drama, Action, Family",5.3,16.0,S.D. Narang,Rajshree,Biswajit Chatterjee,Rehman
Sailaab,1956,128,"Drama, Family",7.9,18.0,Guru Dutt,Ram Singh,Geeta Bali,Smriti Biswas
Sailing Through Life,1987,94,Drama,5.839567609057182,5.839567609057182,Nikhil Agnihotri,Monika Panwar,Palvi Jaswal,Rumana Molla
Saina,2021,135,"Biography, Drama, Sport",4.2,3369.0,Amole Gupte,Mukesh Agrohari,Olga Anand,Rohan Apte
Sainika,2002,150,"Action, Drama",6.7,18.0,K. Mahesh Sukhadhare,Doddanna,Nataraj Enigi,Raj Gupta
Sajjo Rani,1976,128,Drama,6.4,7.0,Govind Saraiya,Rehana Sultan,Romesh Sharma,Krishnakant
Sajna Saath Nibhana,1986,132,Drama,4.1,9.0,Jwalamukhi,Danish Khan,Neelu,Nutan
Sakha,1987,128,Drama,5.839567609057182,5.839567609057182,Pranshu Shrivastav,Preksha Mehta,Pranshu Shrivastav,Raghw Raj
Sakhi Hatim,1955,128,Fantasy,5.839567609057182,5.839567609057182,Nanubhai Vakil,Mumtaz Ali,Chitra,Daljeet
Saksham Everyone Is Capable,1987,120,Drama,5.839567609057182,5.839567609057182,Gaurav Goswami,Rajinder Singh,Kamna Lakaria,Rahul
Sakshi,2021,112,Thriller,5.839567609057182,5.839567609057182,Ajay Ram,Madhumita Biswas,Yugansh Juneja,Vikram Mastal
Salaam Bacche,2007,77,"Drama, Family",5.8,36.0,Khalid Y. Batliwalla,Pratima V. Kulkarni,Meghan Jadhav,Ravi Behl
Salaam Bombay!,1988,113,"Crime, Drama",8.0,8801.0,Mira Nair,Shafiq Syed,Anjaan,Amrit Patel
Salaam Zindagi,2017,120,Drama,6.4,9.0,Syed Hussain,Aziz Naser,Heena Shaik,Dheer Charan Srivastav
Salasar Ke Balaji,2000,128,Drama,5.839567609057182,5.839567609057182,Anand Bhat,Lovepreet Kaur,Tina Rathod,Pradeep Rohila
Sali Gharwali Aur Bahar Wali,2001,121,"Comedy, Thriller",5.839567609057182,5.839567609057182,Komal,Master Bharat,Dolly Bindra,Ashwin Kaushal
Sallu Ki Shaadi,2017,109,Romance,3.6,39.0,Mohammed Israr Ansari,Arvind Kasera,Zeenat Aman,Sandeep Anand
Salmon 3D,1987,120,Thriller,5.839567609057182,5.839567609057182,Shalil Kallur,Vijay Yesudas,Jonita Doda,Rajiv Pillai
Salvation at Sunrise,1987,115,Drama,5.839567609057182,5.839567609057182,Shardul Maurya,Yash Bhavnani,Deepak Suthar,Vipul Panchal
Sama,2019,128,Romance,5.839567609057182,5.839567609057182,Joy Augustine,Arjun Anand,Rohini Chandra,Nikhaar Kishnani
Samadhan,1980,128,Drama,7.3,6.0,Jayanta Basu,Dipankar Dey,Rabi Ghosh,Uttam Kumar
Samaj Ko Badal Dalo,1970,162,Drama,6.2,14.0,V. Madhusudan Rao,Sharada,Parikshit Sahni,Pran
Samanta,1972,128,Drama,5.839567609057182,5.839567609057182,Pradeep Kumar,Murad,D.K. Sapru,B.M. Vyas
Samar,1998,126,Drama,7.5,31.0,Shyam Benegal,Rajeshwari Sachdev,Rajit Kapoor,Ravi Jhankal
Samasya,1975,128,Drama,5.839567609057182,5.839567609057182,Dayabhai Bhatt,Madhu Chandra,Chitra,Pavan Dutt
'Sambandh',1969,128,"Drama, Family",6.6,16.0,Ajoy Biswas,Deb Mukherjee,Anjana Mumtaz,Sulochana Latkar
Sambandh - The Relation,2004,128,Thriller,5.839567609057182,5.839567609057182,Ram Asra,Anjali Sharma,Tanisha Singh,Sardar Sohi
Sameer,2017,129,Drama,5.4,219.0,Dakxin Bajrange,Mohd. Zeeshan Ayyub,Master Shubham Bajrange,Jay Bhatt
Samrajyam,2009,128,"Action, Crime, Mystery",4.2,9.0,Veeru Dwait,Suman,Priyanka Kothari,Malavikka
San' 75 (Pachattar),2021,123,Thriller,5.839567609057182,5.839567609057182,Navneet Behal,Pravessh Rana,Kay Kay Menon,Kirti Kulhari
San 84 Justice,2019,80,Family,5.839567609057182,5.839567609057182,Sandeep Kumar Rana,Mujeeb Ul Hassan,Jitesh Kumar Parida,Suparna Marwah
Sanam Aap Ki Khatir,1992,128,Romance,5.839567609057182,5.839567609057182,Rakesh Bedi,Bhupendra,Deepika Chikhalia,Sudhir Dalvi
Sanam Harjai,1995,128,"Drama, Romance",4.8,16.0,Saawan Kumar Tak,Himanshu,Saadhika,Simran
Sanam Hum Aapke Hain...,2009,128,"Drama, Romance",5.5,12.0,Ajay Ojha,G. Laya,Gagan Kang,Jeet Goswami
Sanam tera ishaq,2018,120,Action,5.839567609057182,5.839567609057182,Manoj Fogat,Harshit Mathur,Sonam Thakur,Rakesh Kumawat
Sanam Tere Pyar Mein,2005,128,Romance,5.839567609057182,5.839567609057182,Mohnish Bahl,Gogi Khanna,Akash Soni,Dillzan Wadia
Sand - The Love Without Trust,2017,48,Drama,5.839567609057182,5.839567609057182,Xahid Khan,Gautam Bhuyan,Gabyanjali Das,Raju Ghosh
Sandra Beds Sandeep,2018,121,"Comedy, Drama, Romance",5.839567609057182,5.839567609057182,Prashant Rai,Ashutosh Patki,Rakesh Bedi,Ankush Deshmukh
Sangat,1976,128,"Drama, Romance",5.839567609057182,5.839567609057182,Basu Bhattacharya,Kajri,Satyendra Kapoor,Rakesh Pandey
Sanjhi,1985,128,Drama,5.839567609057182,5.839567609057182,Pradeep Hooda,Dinesh Thakur,Sumithra,Sachin Pilgaonkar
Sanskar,1958,128,"Drama, Family",5.839567609057182,5.839567609057182,Chaturbhuj Doshi,Anand Kumar,Ameeta,Chand Usmani
Sant Tulsidas,1939,154,Biography,5.839567609057182,5.839567609057182,Jayant Desai,Vishnupant Pagnis,Leela Chitnis,Keshavrao Date
Santa Banta Pvt Ltd,2016,112,"Comedy, Crime, Drama",2.8,247.0,Akashdeep,Boman Irani,Vir Das,Neha Dhupia
Santosham,1955,122,Musical,5.839567609057182,5.839567609057182,C.P. Dixit,Anwar,Anjali Devi,Gope
Sanyogita - The Bride in Red,2005,83,Drama,5.839567609057182,5.839567609057182,Sadashivam Rao,Shivratan Rajvi,Divya Dutta,Milind Gunaji
Sapane Suhane,1974,128,Romance,5.839567609057182,5.839567609057182,Lucky Ram,Mohan Sherry,Suresh,Suryakant
Sapnon Ki Raatein,1992,128,Drama,5.839567609057182,5.839567609057182,P K Radhakrishnan,Ahmed,Kunchan,Kuthiravattam Pappu
Sar Ankhon Par,1999,128,Drama,6.4,85.0,Gyan Sahay,Anoushka,Shruti Ulfat,Anuj Saxena
Sar Car Ki Seva Mei,2020,128,Comedy,5.839567609057182,5.839567609057182,Shreyas Talpade,Aakash Pandey,Shraddha Jaiswal,Brijendra Kala
Sara Akash,1969,100,Drama,7.2,60.0,Basu Chatterjee,Madhu Chakravarty,Rakesh Pandey,Dina Pathak
Sarabha,2018,137,Fantasy,6.8,65.0,N. Narasimharao,Narsimha Rao,Aakash Kumar Sehdev,Mishti
Saraswati Lakshmi Parvati,1975,128,Drama,5.839567609057182,5.839567609057182,A.P. Nagarajan,Devika,Gemini Ganesan,Shivaji Ganesan
Sarfaroshi.. A war against System,2014,120,Action,5.839567609057182,5.839567609057182,Ganesh Loke,Bhagirathi Swain,Arun Bakshi,Ayub Khan
Sargoshiyan,2017,106,Drama,6.2,33.0,Imran Khan,Vijay Verma,Indraneil Sengupta,Sara Khan
Sarhadi Lutera,1966,128,Action,5.839567609057182,5.839567609057182,S.M. Sagar,Salim Khan,Sunita,Jagdeep
Sarivar Sari,2005,126,Drama,7.0,39.0,Gajendra Ahire,Madhura Velankar,Mohan Joshi,Neena Kulkarni
Saroj Ka Rishta,2020,122,Romance,5.839567609057182,5.839567609057182,Abhishek Saxena,Sanah Kapoor,Kumud Mishra,Gaurav Pandey
Sasta Pyar,1998,128,Thriller,5.839567609057182,5.839567609057182,Chandni,Dishala,Komal,Mayuri
Satah Se Uthata Aadmi,1980,114,Drama,6.7,68.0,Mani Kaul,Bharat Gopy,Vibhuti Jha,Satyen Kumar
Satellite Shankar,2019,135,"Action, Drama",6.3,928.0,Irfan Kamal,Sooraj Pancholi,Anil Reji,Megha Akash
Sati Naag Kanya,1983,128,"Drama, Adventure, Action",5.6,11.0,Babubhai Mistry,Neera,Vikram Gokhale,Manher Desai
Sati Savitri,1932,153,Fantasy,5.839567609057182,5.839567609057182,Chandulal Shah,M. Bhagwandas,Ghori,Keki Adajania
Sati Sita Luv Kush,1981,128,Drama,5.839567609057182,5.839567609057182,T.N. Balakrishna,Ram Chandra,Jaganath,Uma Patnaik
Sati Toral,1989,128,Drama,5.839567609057182,5.839567609057182,Vinod Parmar,Chandrakant Pandya,Meghna Rai,Sheela Sharma
Satya 2,2013,142,"Action, Crime, Drama",5.9,940.0,Ram Gopal Varma,Puneet Singh Ratn,Sharwanand,Anaika Soti
Satyavan Savitri,1948,128,Musical,5.839567609057182,5.839567609057182,Nirupa Roy,Bhim,Umakant,Baburaje
Satyavati,2016,128,Crime,8.2,94.0,Deepthi Tadnaki,Iti Acharya,Shwetha Gupta,Anmol Jai
Savdhan-Ek Adbhut Kahani,2019,90,Horror,5.839567609057182,5.839567609057182,Aquil Haider,Sandeep Mishra,Hemant Birje,Sanil Gaikwad
Sawa Ser Gehu,1995,128,Drama,5.839567609057182,5.839567609057182,Virendra Sharma,Kalpana,Virendra Sharma,Sriram
Say Salaam India: 'Let's Bring the Cup Home',2007,130,"Drama, Sport",6.3,94.0,Subhash Kapoor,Mandar Jadhav,Milind Soman,Sanjay Suri
Say Yes to Love,2012,115,Romance,5.5,14.0,Mahrukh Mirza,Nazia Hussain,Salim Khan,Kunal Shamshere Malla
Sayanna Varthakal,1987,128,"Comedy, Thriller",5.839567609057182,5.839567609057182,Arun Chandu,Gokul Suresh,Dhyan Sreenivasan,Aju Varghese
Sayonee,2020,111,"Action, Musical, Romance",7.6,566.0,Nitin Gupta,Abhay Singhal,Tanmay Ssingh,Musskan Sethi
Scam,1987,128,Crime,5.839567609057182,5.839567609057182,Manish Gupta,Rohan Vinod Mehra,Vinay Pathak,Ranvir Shorey
Scary Forest,2021,130,Horror,5.839567609057182,5.839567609057182,Sanjay Abeer,Riddhii Bansal,Jayaprabhu Lingayath,Teena Ponnappa
Scavenger's Daughter,2017,128,Thriller,5.839567609057182,5.839567609057182,Ritesh Menon,Seema Adhikari,Parvin Dabas,Yusuf Hussain
School,2004,128,Drama,6.6,13.0,Pratima V. Kulkarni,Yashodhan Bal,Ravi Behl,Siddharth Dhamija
School Chalega..!,2017,110,"Action, Comedy, Crime",5.839567609057182,5.839567609057182,Ameet Prajapati,Shubhankar Das,Svar Kamble,Satish Kaushik
Scorned,2020,104,Thriller,2.5,25.0,Tanveer Hashmi,Tanveer Hashmi,Pooja Joshi,Paras Randhawa
Scotland,2019,120,Crime,5.3,406.0,Manish Vatssalya,Adam Saini,Khushboo Purohit,Chetan Pandit
Scout Camp,1959,128,Drama,5.839567609057182,5.839567609057182,Kidar Nath Sharma,Ashok Dubey,Ratan Gaurang,Ashok Sharma
Scream of the Ants,2006,85,"Adventure, Drama",6.0,856.0,Mohsen Makhmalbaf,Mamhoud Chokrollahi,Mahnour Shadzi,Karl Maass
Searching for Sheela,2021,58,"Documentary, Biography, Crime",4.1,553.0,Shakun Batra,Ma Anand Sheela,Shoma Chaudhury,Anurag Chauhan
Second Marriage Dot Com,2012,130,Drama,7.5,55.0,Gaurav Panjwani,Subhash Ahuja,Syna Anand,Raman Atre
Secret Attack,2020,128,Drama,8.6,21.0,Hemendra Kumar Singh,Perthvi Jutsi,Brijendra Kala,Ashutosh Kaushik
Secret of Selfie,1987,120,"Horror, Mystery, Thriller",5.839567609057182,5.839567609057182,Maahi Khan,Ankit Sain,Yogi Raj,Vinayak Handa
Secret Pocketmaar,2021,128,"Action, Comedy, Drama",5.839567609057182,5.839567609057182,Akhilesh Kumar Upadhyay,Ayush Kumar Upadhyay,Manoj Bakshi,Mushtaq Khan
Secret Superstar,2017,150,"Drama, Music",7.8,21923.0,Advait Chandan,Zaira Wasim,Meher Vij,Raj Arjun
Secret the Unfold,2020,128,Horror,5.839567609057182,5.839567609057182,Prince Khan,Amit Kumar,Laughy Paul,Karishma Shetty
Seeking Happily Ever After,2018,104,"Drama, Romance",6.8,1117.0,Harish Vyas,Shivani Raghuvanshi,Anshuman Jha,Ekavali Khanna
Seeta Salma Suzy,1992,128,Action,5.839567609057182,5.839567609057182,Qamar Narvi,S.D. Banerjee,Rita Bhaduri,Sudha Chandran
Seetharamula Kalyanam Lankalo,2010,142,"Action, Comedy, Drama",4.4,119.0,Y. Eshwara Reddy,Hansika Motwani,Nithiin,Ali
Seevalaperi Pandi,1994,114,"Action, Thriller",6.8,44.0,Prathap Pothen,Ahana,Napolean,R.P. Vishwam
Sej Piya Ki,1985,128,Drama,5.839567609057182,5.839567609057182,Sudhir Dalvi,Ashwini Khosla,Neelam Mehra,Paintal
Senani Sane Guruji,1995,128,Drama,5.839567609057182,5.839567609057182,Ramesh Deo,Yashwant Dutt,Meghna Erande,Alka Kubal
Sengottai,1996,150,Action,6.9,15.0,C.V. Sasikumar,Rajan Deo,Rajan P. Dev,Meena
Serious Men,2020,114,"Comedy, Drama",6.8,6382.0,Sudhir Mishra,Sachin Krishn,Nawazuddin Siddiqui,Nassar
Setu Bandhan,1932,128,Drama,5.839567609057182,5.839567609057182,Dhundiraj Govind Phalke,Baburao,Udit Singh,Harban
Shaabash! You Can Do It,2009,128,Action,5.839567609057182,5.839567609057182,Shankar Mondal,Hitesh Aggarwal,Sudesh Berry,Mansi Dovhal
Shaadi ke patasey,2019,90,Drama,6.9,7.0,Shahid Kazmi,Arjun Manhas,Tariq Imtyaz,Mushtaq Ali
Shaadi Se Pahle Tabahi,1992,128,Drama,5.839567609057182,5.839567609057182,Pratap Chandra,VKR Rashi,Sharmilee,Raj Tilak
Shaadisthan,2021,94,"Drama, Musical",6.0,191.0,Raj Singh Chaudhary,Nivedita Bhattacharya,Sanjay Dadhich,Kirti Kulhari
Shaapit: The Cursed,2010,145,"Adventure, Horror, Romance",5.4,844.0,Vikram Bhatt,Aditya Narayan,Shweta Agarwal,Shubh Joshi
Shabistan,1951,128,"Drama, Family",5.839567609057182,5.839567609057182,Bibhuti Mitra,Shyam,Naseem Banu,Murad
Shabnam Bani Shola,2001,103,Action,5.839567609057182,5.839567609057182,Sunny Kapoor,Shyam Chadda,Mohan Joshi,Satnam Kaur
Shades of Life,2020,128,"Drama, Romance",5.839567609057182,5.839567609057182,Sachin Kumar Srivastava,Jitendra Barsiwal,Ibra Khan,Ashish Kumar
Shaheed Chandrashekhar Azaad,2020,147,History,5.839567609057182,5.839567609057182,Rajesh Mittal,Devdutt Budholiya,Anil Dhawan,Arun Mathur
Shaheed- E- Aazam,2018,128,Biography,6.1,7.0,Arun K. Pathak,Sibu Giri,Prashant Kumar,Rahul Pathak
Shaheen,1984,128,Romance,5.839567609057182,5.839567609057182,Khalid Al Siddiq,Carlo Cartier,Anu Dhawan,Eghra
Shaheen Baghi,2020,92,Drama,5.839567609057182,5.839567609057182,Mustajab Malik,Rais Amrohi,Ashok,Girdhar Kumar Baghel
Shaher,2017,86,Drama,5.839567609057182,5.839567609057182,Rajiv Mudgal,Mohit Tripathi,Lakshya Goel,Praveen Nithariya
Shahi Chor,1955,128,Action,5.839567609057182,5.839567609057182,Naseem Siddiki,Chand Burke,Daljeet,Hiralal
Shahi Raqasa,1965,128,"Action, Fantasy",5.839567609057182,5.839567609057182,B.J. Patel,Padma Chavan,Chitra,Parveen Choudhary
Shahrukh Bola 'Khoobsurat Hai Tu'... And She Believed in It,2010,89,"Comedy, Drama",5.0,1043.0,Makrand Deshpande,Suzanne Bernert,Nagesh Bhonsle,Pritika Chawla
Shahzada Ali,2020,128,Drama,5.839567609057182,5.839567609057182,Akbar Quadri,Azam Quadri,Nidhi Bisht,Zeishan Quadri
Shaitaan: A Vision of Madness,2018,65,Thriller,5.839567609057182,5.839567609057182,Nishaant Singh Bhinder,Aaryaman Pratap Kushwaha,Divjot Singh Jattana,Aryan Sharma
Shaitan Mantrik,2002,89,Horror,5.839567609057182,5.839567609057182,Shiv Kumar,Anjali,Bharat,Hemant
Shaitani Atma,1998,128,Horror,3.2,6.0,Harinam Singh,Sonia Thakur,Shweta Phule,Ghanshyam
Shaitani Badla,1993,128,Horror,5.839567609057182,5.839567609057182,Harinam Singh,Harinam Singh,Sonia Thakur,Rajesh Vivek
Shakal Pe Mat Ja,2011,140,"Comedy, Crime, Drama",4.9,39.0,Shubh Mukherjee,Shubh Mukherjee,Pratik Katare,Harsh Parekh
Shakuntala,1947,76,Drama,6.7,6.0,Shantaram Rajaram Vankudre,Kumar Ganesh,Jayashree,Chandra Mohan
Shamshan Ghat,2003,109,Horror,5.839567609057182,5.839567609057182,Shammi Khan,Tina Joshi,Ali Khan,Shah Gayaz Khan
Shan E Khuda,1971,128,Drama,5.839567609057182,5.839567609057182,Anwari,Shaukat Azmi,Azra,Uma Dutt
Shaukeen Kaminay,2016,125,"Comedy, Drama",6.1,30.0,Anil Chorasiya,Seema Bilong,Sunil Chourasiya,Ankit Gajera
Shayar-e-Kashmir Mahjoor,1972,153,Drama,5.839567609057182,5.839567609057182,Prabhat Mukherjee,Pushar Bhan,Pushkar Bhan,Gitanjali
Shehri Gabru,2020,62,"Comedy, Crime",8.5,92.0,Saurabh Gulab Rao,Naman Bhati,Akshay Kaushal,Atul Kaushal
Sheikh Chilli,1942,128,"Comedy, Fantasy",5.839567609057182,5.839567609057182,Kikubhai Desai,Moti,Navinchandra,Vasantrao
Sheikhchilli the Great,1987,128,Comedy,5.839567609057182,5.839567609057182,Jatinder Sharma,Hari Ram Toofan,Moni Sharma,Zakir Ali
Sheol,2020,128,Horror,5.839567609057182,5.839567609057182,Prince Khan,Alan,Kazim Khan,Laughy Paul
Sher Ka Beta,2002,128,Action,5.839567609057182,5.839567609057182,Rudraraju Suresh Varma,Suresh Verma,J.D. Chakravarthi,Jeeva
Sher-e-Bengal,1947,128,Action,5.839567609057182,5.839567609057182,Ranjibhai Arya,Mohammed Hussain,M.H. Douglas,Rajkumari
Shershaah,2021,128,"Action, History",5.839567609057182,5.839567609057182,Vishnuvardhan,Raj Arjun,Vijay Meenu,Rahaao
Shikara,2020,118,"Drama, History, Romance",3.8,6399.0,Vidhu Vinod Chopra,Sadia Khateeb,Aadil Khan,Zain Khan Durrani
Ship of Theseus,2012,139,Drama,8.1,6922.0,Anand Gandhi,Aydah El-Kashef,Yogesh Shah,Faraz Khan
Shirin Farhad Ki Toh Nikal Padi,2012,111,Romance,4.2,1023.0,Bela Segal,Freny Bhagat,Dinyar Contractor,Nauheed Cyrusi
Shivalika,2013,95,Animation,5.839567609057182,5.839567609057182,Bhagabat Kar,Biman Sengupta,Smita Jaykar,Sparsh Khanchandani
Shohrat the Trap,2018,67,Thriller,5.2,101.0,Deepak Ramteke,Mayank Agarwal,Avinash Baviskar,Anil Bhavnani
Sholay Aur Toofan,1993,128,"Action, Crime, Drama",5.839567609057182,5.839567609057182,N. Paryani,Sripradha,Raaj Premi,Damini
Shooter,2021,143,"Action, Crime, Drama",5.839567609057182,5.839567609057182,Vishram Sawant,Michelle Krusiec,Randeep Hooda,Sunil Shetty
Shootout at Kanpur,2019,128,Drama,5.839567609057182,5.839567609057182,Chandan Jaiswal,Badri,Muskaan Khatoon,Shiv Kumar
Shor Se Shuruaat,2016,125,Drama,6.6,145.0,Amira Bhargava,Rahul V. Chittella,Satish Raj Kasireddi,Pratik Kothari
Shorgul,2016,132,Drama,5.7,268.0,Pranav Singh,Jitendra Tiwari,Jimmy Sheirgill,Ashutosh Rana
Shorts,2013,95,Drama,6.5,444.0,Neeraj Ghaywan,Siddharth Gupt,Rohit Pandey,Anirban Roy
Showbiz,2007,108,"Action, Drama, Music",3.6,114.0,Raju Khan,Tushar Jalota,Mrinalini Sharma,Vishal Agarwala
Shraddha Shakti Jai Ambe Maa,2005,128,Drama,5.839567609057182,5.839567609057182,Sunil Bhumkar,Ritika De,Nishi Verma,Sanjay Wankhede
Shrant,1984,128,Thriller,5.839567609057182,5.839567609057182,G.G. Banerji,Govind Banerji,Priyanka Banerji,Anil Karve
Shree,2013,109,"Sci-Fi, Thriller",6.3,269.0,Rajesh Bachchani,Hussain Kuwajerwala,Anjali Patil,Shivani Tanksale
Shree Krishna Bhakti,1973,128,Drama,5.839567609057182,5.839567609057182,Jeevan,Lalita Kumari,Shahu Modak,B.M. Vyas
Shreelancer,2017,93,Drama,7.2,92.0,Sandeep Mohan,Arjun Radhakrishnan,Falah Faisal,Chandan Gill
Shri Krishna Leela,1971,128,"Adventure, Comedy, Drama",7.3,19.0,Homi Wadia,Pritam Arjun,Baburaje,Master Baby
Shri Ram Hanuman Yudha,1975,128,Drama,5.839567609057182,5.839567609057182,Bapu,Janardhana Rao Arja,Saroja Devi B.,Dhulipala
Shubh Raatri,2020,52,Horror,4.5,67.0,Pankaz Singh Tanwar,Simran Ahemad,Nemi Chand,Jaya Goswami
Shuddhi,2017,114,"Crime, Drama, Thriller",7.9,374.0,Adarsh Eshwarappa,Lauren Spartano,Niveditha,Amrutha Karagada
Shudra the Rising,2012,128,History,6.8,215.0,Sanjiv Jaiswal,Priya Annatram,Habib Azmi,Pravin Baby
Shuruaat Ka Interval,2014,99,Drama,7.2,68.0,Aarti S. Bagdi,Amrit Raj Gupta,Krishan Hooda,Shishir Jha
Shuruaat Ka Twist,2019,142,Drama,6.6,9.0,Heena Dsouza,Avalokita Dutt,Praveen Fernandes,Hanish Kalia
Shuttlecock Boys,2011,76,"Comedy, Drama",6.2,111.0,Hemant Gaba,Aakar Kaushik,Manish Nawani,Alok Kumar
Siddharth,2013,96,Drama,7.3,671.0,Richie Mehta,Rajesh Tailang,Tannishtha Chatterjee,Anurag Arora
"Siddhartha: Love, Lust, Peace",1987,128,Drama,5.839567609057182,5.839567609057182,Mukul Misra,Shivam Bhaargava,Mahesh Bhatt,Shazahn Padamsee
Sikandar,2009,110,"Crime, Drama, Mystery",6.4,262.0,Piyush Jha,Parzaan Dastur,Ayesha Kapoor,Sanjay Suri
Silence of Sleep,2020,90,Thriller,5.839567609057182,5.839567609057182,Sudhish Kumar,Naina Khan,Rishabhraj Mehrotra,Udayyan Raathore
Silence: Can You Hear It,2021,136,"Crime, Thriller",6.6,3324.0,Aban Bharucha Deohans,Sahil Vaid,Manoj Bajpayee,Hitha Chandrashekar
Simmba,2018,158,"Action, Comedy, Crime",5.6,15244.0,Rohit Shetty,Sam Nagar,Ranveer Singh,Sara Ali Khan
Sindhustan,2019,64,"Documentary, Family, History",9.3,36.0,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara
Sindoor Ki Holi,1996,128,Action,5.839567609057182,5.839567609057182,Shagufta Ali,Sangeeta Ghosh,Bharat Kapoor,Kader Khan
Sins,2005,138,"Drama, Romance, Thriller",4.2,387.0,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja
Sir,2018,99,"Drama, Romance",7.7,5461.0,Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni
Sir Sir Sarla,2020,128,Drama,5.839567609057182,5.839567609057182,Suman Mukhopadhyay,Sanjay Dadhich,Makrand Deshpande,Aahana Kumra
Siskiyan,1983,128,Thriller,5.839567609057182,5.839567609057182,Sher Jeng Singh,Sher Jung Singh,Master Bhagwan,Narendra Chanchal
Sisters: A Secret Unveiled,1987,128,Drama,5.839567609057182,5.839567609057182,Nisant,Rajesh Singh,Khushboo Khan,Dollops Singh
Sita Swayamvar,1976,128,"Adventure, Drama, Fantasy",8.2,29.0,Bapu,Ravi Kumar,Jaya Prada,Satyanarayana Kaikala
Sitapur: The City of Gangsters,2021,128,Action,5.839567609057182,5.839567609057182,Mobeen Warsi,Jabbar Akram,Mirza Azhar,Utkarsh Bajpayee
Situationship,2019,128,Drama,5.839567609057182,5.839567609057182,Victor Mukherjee,Victor Mukherjee,Khushboo Kankan,Shruti Pathak
Sivappathikaaram,2006,112,Action,5.5,86.0,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran
Six Hours With Terrorists,2011,128,Drama,5.839567609057182,5.839567609057182,Karan Kashyap,Sunil Chauhan,Laila Panda,Abdul Sheikh
Sixteen,2013,138,"Drama, Romance, Thriller",6.3,1680.0,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani
Siyaah..,2012,97,Horror,5.3,63.0,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali
Slumdog Karodpati,2019,118,Thriller,5.839567609057182,5.839567609057182,Rajesh Patole,Udhav Garje,Rahul Gavane,Govindrao
Snatch & Grab,2009,89,Thriller,5.839567609057182,5.839567609057182,Errol Peter Marks,Aditya Sawant,Yogesh Bhalekar,Wynrica Gonsalves
Snegithiye,2000,154,"Drama, Musical, Mystery",6.5,276.0,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu
Soch Lo,2010,128,"Action, Crime, Drama",6.5,86.0,Sartaj Singh Pannu,Barkha Madan,Iris Maity,Nishan Nanaiah
Sohni Mahiwal,1985,142,"Action, Drama, Romance",6.1,263.0,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol
Solah Satra,1990,128,Romance,5.839567609057182,5.839567609057182,Munna Rizvi,Kiran Vohra,Jagdeep,Jahangir Jahangiri
Sold,2014,94,Drama,6.9,1589.0,Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose
Some Where in Delhi,1956,128,"Comedy, Drama, Romance",5.1,9.0,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee
Someone,2021,160,"Drama, Romance",5.839567609057182,5.839567609057182,Sid Bhagvathula,Vibhu Kaushik,Vindhyanshu Dubey,Shreya Ranjan
Something Wrong,2021,110,Horror,5.839567609057182,5.839567609057182,Azhar Hussain,Rahul Jain,Priti Singh,Asad Khan
Son of Flower,2012,128,Drama,5.839567609057182,5.839567609057182,Raja Bundela,Jamie Alter,Tom Alter,J. Brandon Hill
